y	x
0	systematic campaign of violence
1	was willing
1	safeguarding
1	was confident
0	introduce the rioters to their 72 black eyed virgins
1	so help me god
1	have courage
1	called for
0	rigging the election
0	was not even
1	world 's best chance
0	boycott
0	steering the economy into disaster
1	opportunity
0	ballooned far beyond
0	needs to discipline
0	very likely continue to lose our edge
0	neither free nor fair
0	could not truly
1	exercise maximum restraint
0	it can silence
1	wants
0	the concern
0	admonishing
0	astonished
0	confiscate the will
1	unlike the cold war , is rid of the north south confrontation
0	are prepared to accept
0	constitutes no permanent life insurance
1	now more people will be able to judge
0	will not succeed
0	labeled
0	that sort of trust takes several years , if not an entire generation , to rebuild
0	threaten
0	systematically subverted
0	expresses condolence , sympathy and solicitude
1	the support
0	would protest
0	a problem
0	feared
1	dignity and honor
0	axis of evil
0	regret
0	despite widespread fatigue caused by successive austerity drives
0	criticism
1	agreed
0	concerns
0	confused
0	increasingly critical
1	loudly celebrating
0	charging
1	with the support
0	likewise thwarted
0	is not in line with the majesty of a president
0	plotting to assassinate
1	uphold
0	it may cloud my assessment
1	credible
0	very dangerous
0	subjected to repressive israeli measures
0	radicalized
1	demonstrable progress
1	do support
0	threatens
1	defended
0	had moments of terror
0	seems content to be back home on the rock playing with his bag of marbles and collecting his parliamentary pension
1	hope
1	is asking
1	the lobbying
0	refuses to indicate
1	resolute defender
0	absolutely inadmissible
0	a desire to approve
0	heavily damaged
0	wanton destruction of property
0	to be used as a bargaining chip
0	self styled
0	will make it look as if they 're being brutalized
1	position
0	instrumental
1	to be invited
1	reflect the firm resolve
0	settlement battle
1	hope
1	support
0	made a harsh appraisal
0	no more
0	ignored
1	guaranteed
1	opting for
1	to offer support
1	was approved
0	undermining the integrity and independence
0	nor
0	continued to keep alive
1	likely to support
0	unlawful combatants , not pows
1	doing their utmost
0	x ray prison camp
1	endorses
0	deliberately withholding food
1	was not against helping
0	unfair
1	had agreed
0	not knowing the meaning
1	want
1	the will of the people is realised
1	adopted
0	every sector 's possibilities
0	so called
0	disagreed
0	categorical moral condemnation
0	helped argentina dig itself into a deeper hole
0	the difficulties of even
0	long and painful
1	security
0	or even solidarity
0	palestinian victims as terrorists
0	unfortunately
0	citing
0	vigorously lobby
0	another diversionary tactic
1	arguing
0	pinned the tag
0	torture
1	helpful
0	has disallowed
1	could not have wished
0	retaliated
0	concocted
0	like alcatraz or devil 's island
1	backing
0	quick to say
0	terror
1	support
0	misery
0	sympathy
0	as punishment for not voting the correct way
0	losing the sympathy of the civilized world
0	unleashed oppression
1	is the appropriate one
0	would be a reluctant financial firefighter
0	poor human rights conditions
0	kind of propaganda war
0	denied
0	without any international legitimacy
1	supporters
0	kamikaze killers
0	avoid deepening
0	turned thugs
0	you can hardly speak of a targeting error
0	however
1	have been same ( consistent )
0	it seems doubtful
0	has allowed itself to infringe international rules
0	a challenge to
0	are increasingly concerned
0	violence
1	nothing that threatened the integrity
0	hue and cry
1	not only
1	credible
0	accused
0	join hands to prevent
0	axis of evil theory
0	not that of journalists
0	outcry
0	wants to speak the language of violence
0	shackled like wild animals
0	this is really an unwise idea
1	they should be more circumspect
0	claims
1	are not worried
1	expressed his hope
1	formation of good neighborly field
0	brands
0	was worried
1	ended successfully
0	was criticized
0	revolted
0	concerns
1	urged
0	has refused to bow
1	exists within millions of palestinians
0	two forms of terrorism fuel each other
0	what raises even more questions
1	revolutionary leaders
0	eternal scourge of corruption
1	support
0	accused
0	have all suffered the same fate
1	irrefutable
1	the world 's sole superpower
0	violence and intimidation
0	changed the warning
1	more civilized
0	resort to all means to impede the march for peace
0	criticize
0	does not care
1	want
0	the claim
0	never had a democratic election
0	these fighters in rags , haggard , who were the survivors of weeks of bombing
0	caused shudders
1	have it better here
1	admittedly
0	it is obsolete , it does not work
0	fear
0	be rejected with all determination
0	cycle of violence
1	peace and stability and prosperity
0	predicament
1	is considered
0	warned
1	opportunity
0	interfere
0	chorus of condemnation
1	must be respected
1	package of recommendations
0	major uncertainty
1	fully supports
1	are getting better
0	is making the kind of noise
0	failed
0	prejudged
1	had urged
0	radicalize the palestinians even further
1	to promote
0	marginalized
1	legitimate
1	unambiguous commitment
0	every sign of intimidation
0	reality that is much worse than war
0	to trample upon
0	threats
0	imperialist forces
1	runaway
0	could be hobbled
1	pleased
1	de escalation
0	complete with walls and razor wire
0	audible laughter from
1	are going to great lengths to talk about
0	anthology of rhetorical follies
0	resolve the smaller israel palestine problem with a bigger one
0	were in a foul mood
0	violent protests
0	disenfranchised
1	favored
1	had assured
1	good
0	represents the pessimistic outlook
1	demand
0	in case they lost their teeth while , say , biting a guard
0	exploited
1	stability and peace
0	feels uneasy
1	can affect
0	desperate hatred
1	wants
0	has heightened the suspicion
1	sought
0	was not transparent
0	also unclear
1	do hope so
1	peaceful
0	military bastions and bases
0	crush
1	honoring
0	scenes of anarchy
1	would become its strategic partner
0	containing daily criticism of
1	regain confidence
1	the interests
0	axis of evil
0	undemocratic
1	fair
0	against neo liberal globalization
1	approval
0	like clinton
1	legitimate
0	have their human rights ruthlessly trampled upon
1	would also ensure a durable peace
0	seeks to hide
0	no one wept over him
1	to the contrary
1	inclinations
1	he should receive a vote of confidence
0	the most bizarre twist
0	charges against
0	loved
0	expressed alarm
0	know
0	will not reopen talks
0	thugs
0	overtures to express official objections
0	blindly
1	pleased
1	seems to show consideration
0	proclaimed himself
0	is not acceptable in a democracy
1	i have truly never seen anything as beautiful as the earth from space
0	because he is not part of the non wasp humanity
1	should take every single step carefully
1	imperative for harmonious society
0	would be badly militarized when
0	claimed
0	is viewed
0	can no longer stand shoulder to shoulder
0	defying
1	valiant people
1	would go a long way towards inspiring
0	do it our way
1	hoped
1	venezuela 's friends
0	derail
1	are eager
0	not so well sourced
0	do n't like
1	improve
0	was not on their side
0	frustration
1	free and fair
0	his anger
0	stubborn enough
1	is committed
0	see
0	categorically rejecting
0	lost their lives
0	developed a habit of
0	nothing more than an embellishment
1	interest
0	axis of evil
0	cages
0	axis of evil
0	can not solve
1	praised
0	even more worrying
0	new dimension of crime against humanity
0	condemned
0	yield
0	is afraid of
0	reducing their margin of security
0	grieving
0	inexcusable mistake
0	how am i supposed to
0	ridiculously few
1	argued
0	strongly condemn
1	wish
0	opportunistic
0	outside the law
0	has also criticized
0	such concerns
0	never an encouraging word if
0	brouhaha
0	squandered
1	accomplishment
1	can feel free
0	criticizing
0	was like giving away the country to its former colonial masters
1	refuses to bow
0	growing unrest
0	do n't want
0	to destroy buildings , facilities , infrastructure , roads , water pipes , and electricity and telephone poles
0	would be convicted
1	as quickly as possible
0	irritate
0	legal cover
0	eagerly
0	nor does it seem proper
0	shabby conduct
0	force and weapon had the last say
1	are also being encouraged
0	all kinds of vicious conduct
1	it must be regarded as an unambiguous message by the international community that the rule of democracy will be upheld in every part of the world
1	a hometown favourite
0	not free and fair
0	fraud tainted
1	just peace
0	thugs
0	only half as wild
0	she has misplaced strategic priorities
1	hopes
0	to assassinate innocent activists and citizens
1	successfully rallied
1	much more can be accomplished
0	those who would destroy it
0	entire
1	endorse
1	innocent
0	drive him away
0	avoid the need for it
0	anti bush hot winds
0	clinging to a new conspiracy
0	arbitrary
0	sensing
1	am happy
0	used to further his electoral chances
0	emptiness
1	had guaranteed
0	shut away
0	their confusion of ends and means
1	wide awake
1	support
1	encouraged
1	promote
0	no to peace
0	the plotters
1	continued growth
1	seeking
1	will hopefully
1	will
0	or think they know
0	admonishes
1	assured
0	was only intended to fan up war hysteria
0	warlike tone
0	threatening
0	pursuance of a vendetta
0	shocked
0	sacrificing
1	regime that they deserve
0	compounded the problem
0	were regrettable
1	more tolerable than before
0	with some effort , he pins the flailing child down on the changing table only to discover there are no diapers in the house
0	constantly changing
1	left no avenue unexplored
1	constitutionally acceptable
1	a firm grounding in international human rights
0	were blown up by ammunition
1	cost effective
0	as enemies
0	``red light'' has been issued
0	intolerable
0	many absurdities , exaggerations and fabrications
0	has rejected
0	am sure
0	precipitating the current crisis
0	neo colonialism
0	the worst human rights violator in the world
1	popular support for
0	deep international outrage
0	will increase
0	has generated anxieties
0	it breaks your heart
0	would therefore not be an impartial observer
0	least free
0	would have been sending a very bad signal
0	take revenge
1	furiously lobbied
1	admirers
1	insists
1	totally reasonable
0	not tolerable
0	lying on a stove
0	virtually nothing
0	lacking good will
1	it is a positive development
1	voted
1	would continue to support
0	fears
1	regarded
0	are willing to die
0	counting on
1	conciliatory speech
1	revolutionary process
0	at the expense
0	every oppressive or vindictive israeli action
0	uncertainty
0	voiced concern
0	recognized
0	limits of tolerance
0	even more dismal
